inn,name,revenue,employees,nace_code,region,registration_date
7734453568,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЛИТГОРОД""",130653000.0,12.0,63.11.1,Москва,2023-09-10
7734454184,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПЛАТФОРМА ДОМИЛЕНД""",228963008.0,47.0,62.01,Москва,2023-08-10
7734456939,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СИСТЕМА БЕЗОПАСНЫХ КОММУНИКАЦИЙ""",311524000.0,33.0,62.01,Москва,2023-07-10
7734456939,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СИСТЕМА БЕЗОПАСНЫХ КОММУНИКАЦИЙ""",311524000.0,33.0,62.01,Москва,2024-05-10
7734457315,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛЮМПРО""",251928000.0,19.0,62.03,Москва,2023-01-10
7734457315,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛЮМПРО""",251928000.0,19.0,62.03,Республика Татарстан,2024-02-10
7734458125,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛЬКОР ТЕХ""",214028000.0,46.0,62.01,Московская область,2023-10-10
7734465274,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕХАУДИТ БИ АЙ""",103665000.0,21.0,63.11,Москва,2022-12-10
7734472056,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВЗГЛЯД НА ГОРОД""",196626000.0,4.0,63.11.1,Москва,2023-03-10
7734476283,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭНЕРГОСИТИ""",137472992.0,8.0,62.01,Москва,2023-09-10
7734480321,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЦИФРОВЫЕ ОБРАЗОВАТЕЛЬНЫЕ ТЕХНОЛОГИИ""",156684992.0,28.0,62.01,Москва,2023-08-10
7734481029,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АВРОРА""",923224000.0,12.0,62.01,Москва,2024-07-10
7734483523,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФИНАНС-КОНСАЛТИНГ""",105166000.0,1.0,62.02,Москва,2023-09-10
7734485827,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""В2-ГРУПП""",374532992.0,41.0,62.01,Москва,2023-11-10
7734529922,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТУДИЯ ""ОНИ""",242070000.0,10.0,62.01,Москва,2021-07-10
7734538490,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОТА""",114658000.0,10.0,62.02,Москва,2016-08-10
7734548227,"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""МЬЮЗИК ОДИН""",387800992.0,27.0,63.91,Москва,2021-07-10
7734548227,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МЬЮЗИК ОДИН""",387800992.0,27.0,63.91,Москва,2024-07-10
7734548812,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АКСИОМА РОСТА""",175966000.0,5.0,63.11,Москва,2018-02-10
7734555626,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРАВО-КОНСТРУКЦИЯ""",362452000.0,42.0,62.01,Москва,2016-08-10
7734557711,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНТЕР БИЗНЕС СИСТЕМЫ""",230315008.0,60.0,63.11.1,Москва,2016-08-10
7734557711,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНТЕР БИЗНЕС СИСТЕМЫ""",230315008.0,60.0,63.11.1,Москва,2024-07-10
7734579105,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СТАЛКЕРСОФТ""",112459000.0,6.0,62.01,Москва,2017-08-10
7734582002,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛИБРАМ""",445353984.0,17.0,62.01,Москва,2016-08-10
7734583373,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИМПУЛЬС ПЛЮС""",197795008.0,35.0,62.01,Москва,2018-07-10
7734583824,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГРУПП""",515507008.0,1.0,62.01,Москва,2021-09-10
7734583888,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛАБОРАТОРИЯ ИНФОВОТЧ""",1852348030.0,239.0,62.01,Москва,2016-09-10
7734583888,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛАБОРАТОРИЯ ИНФОВОТЧ""",1852348030.0,239.0,62.01,Москва,2024-07-10
7734586007,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АГЕНТСТВО""",111500000.0,7.0,58.11,Москва,2024-06-10
7734586247,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛЬПИНА НОН-ФИКШН""",458240992.0,27.0,58.11,Москва,2021-07-10
7734587441,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АГЕНТСТВО ИНТЕРНЕТ РЕКЛАМЫ ""МЕДИА-АКТИВ""",163915008.0,20.0,63.91,Москва,2016-08-10
7734609335,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МОЗАИКА-СИНТЕЗ""",988182020.0,114.0,58.11,Москва,2020-08-10
7734613490,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДЕЛОВЫЕ РЕШЕНИЯ""",141712992.0,24.0,63.11,Москва,2017-04-10
7734622907,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВЕДА ПЛЮС""",294396000.0,38.0,62.01,Москва,2022-11-10
7734624478,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЙПЛ КОНСАЛТИНГ""",129356000.0,43.0,62.01,Москва,2022-07-10
7734640695,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖУРНАЛЫ И САЙТЫ ""ФАБРИКА КОНТЕНТА ""ТОЧКА РУ""",251034000.0,17.0,58.14,Москва,2020-07-10
7734664583,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛИТЕЛ""",112435000.0,19.0,62.0,Москва,2016-08-10
7734666622,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СИРИУС""",460532000.0,2.0,62.01,Москва,2020-10-10
7734670900,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛИНС""",132393000.0,16.0,62.01,Москва,2020-09-10
7734676148,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УК ТЕХНОЛОГИЯ""",130044000.0,7.0,62.01,Москва,2019-04-10
7734682230,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНСАТ""",739707010.0,21.0,62.0,Москва,2016-08-10
7734683787,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОГРАММЫ ИСКУССТВЕННОГО ИНТЕЛЛЕКТА""",175136992.0,17.0,62.01,Москва,2022-09-10
7734688457,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛИРКОД""",358862016.0,8.0,62.09,Москва,2020-08-10
7734690304,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЕДСОФТ""",150587008.0,37.0,62.0,Москва,2017-08-10
7734690304,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЕД ДОТ ТЕХ""",150587008.0,37.0,62.0,Москва,2024-09-10
7734690343,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПЛАТФОРМКРАФТ""",188348992.0,17.0,63.11,Москва,2016-08-10
7734690551,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТУЛСТРЕК""",109524000.0,16.0,62.02,Москва,2023-07-10
7734693658,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АКСИОМА-СОФТ КОНСАЛТИНГ""",970419970.0,239.0,62.01,Москва,2019-08-10
7734697596,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ХОСТИНГ КОМЬЮНИТИ""",584262020.0,90.0,62.01,Москва,2016-08-10
7734698470,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭСБИСИ ТЕХНОЛОГИИ""",288824000.0,14.0,62.0,Москва,2021-07-10
7734699459,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОЕКТНАЯ МАСТЕРСКАЯ ЭР3""",133151000.0,4.0,62.09,Москва,2023-02-10
7734701845,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КЛАСТЕРНЫЕ ТЕХНОЛОГИИ СОФТПОИНТ""",120512000.0,21.0,62.01,Москва,2016-08-10
7734705600,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОМПЛЕКСНЫЕ РЕШЕНИЯ""",115255000.0,15.0,62.01,Москва,2020-01-10
7734706025,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДЭЙТАЙМ СИСТЕМЗ""",221851008.0,70.0,62.01,Москва,2022-07-10
7734710913,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОЕКТСТРОЙКОМПЛЕКС""",425575008.0,50.0,63.11.1,Москва,2022-11-10
7734711392,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕХНОПАРК""",123337000.0,10.0,62.01,Москва,2023-04-10
7734712692,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭФФТЕКС ДЕВЕЛОПМЕНТ РУС""",1142562050.0,36.0,62.01,Москва,2016-08-10
7734726261,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МПС""",512416000.0,7.0,62.02,Москва,2023-08-10
7734730395,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОФТ БЮДЖЕТ КОНСАЛТИНГ""",178690000.0,27.0,62.01,Москва,2016-08-10
7734730395,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОФТ БЮДЖЕТ КОНСАЛТИНГ""",178690000.0,27.0,62.01,Москва,2024-07-10
7734735629,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФАКТОР ГРУП""",328030016.0,17.0,62.02,Москва,2019-04-10
7735003794,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭЛВИС-ПЛЮС""",1079217020.0,161.0,62.01,Москва,2017-08-10
7735008954,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ФИРМА ""АЙТИ"". ИНФОРМАЦИОННЫЕ ТЕХНОЛОГИИ""",340351008.0,54.0,62.09,Москва,2021-10-10
7735008954,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ФИРМА ""АЙТИ"". ИНФОРМАЦИОННЫЕ ТЕХНОЛОГИИ""",340351008.0,54.0,62.09,Москва,2024-07-10
7735039737,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕДИЦИНСКИЕ КОМПЬЮТЕРНЫЕ СИСТЕМЫ""",361379008.0,63.0,62.01,Москва,2022-10-10
7735104023,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛАДДИН СОФТВЕР""",128254000.0,12.0,62.02,Санкт-Петербург,2021-04-10
7735109303,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНТЕЛЛЕКТУАЛЬНЫЕ СИСТЕМЫ УПРАВЛЕНИЯ БИЗНЕСОМ""",149460000.0,2.0,62.01,Москва,2016-08-10
7735115890,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АРСИС""",151260000.0,33.0,62.01,Москва,2019-11-10
7735119213,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТОРЭКС""",1747842940.0,13.0,62.01,Москва,2018-08-10
7735119213,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТОРЭКС""",1747842940.0,13.0,62.01,Москва,2024-07-10
7735140536,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЦПК""",265772992.0,62.0,63.11,Москва,2023-01-10
7735140977,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТРЕЙД АП""",163019008.0,18.0,62.01,Москва,2018-10-10
7735156864,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БИЗНЕС АЙТИ""",105791000.0,1.0,62.01,Москва,2020-08-10
7735158371,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БИТЕРИКА ГРУПП""",102317000.0,3.0,63.11,Москва,2016-12-10
7735174119,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЙТИ СЕРВИС""",133893000.0,10.0,62.02,Москва,2018-06-10
7735179251,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АГРОТЕХ-ИНФОРМ""",907969020.0,198.0,62.01,Москва,2022-07-10
7735182906,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЦИФРОВЫЕ ПЛАТФОРМЫ""",223820992.0,27.0,62.02,Москва,2022-05-10
7735184452,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛИГА""",512151008.0,11.0,62.09,Москва,2021-01-10
7735184452,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛИГА""",512151008.0,11.0,62.09,Москва,2024-07-10
7735185262,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЕГИОНАЛЬНОЕ АГЕНТСТВО СОВРЕМЕННЫХ ТЕХНОЛОГИЙ И ТЕЛЕКОММУНИКАЦИЙ""",208268992.0,6.0,62.09,Москва,2019-10-10
7735187206,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МФП ТРЕЙДИНГ РУС""",432627008.0,6.0,63.11,Москва,2020-04-10
7735188626,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИТ ПАРТНЕРШИП""",169278000.0,35.0,62.01,Москва,2020-09-10
7735194154,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СИТРОНИКС ПРОЕКТЫ""",127471000.0,1.0,63.11,Москва,2022-04-10
7735194651,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВЕБМОНИТОРЭКС""",582827010.0,67.0,62.01,Москва,2022-05-10
7735201059,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""НАУЧНО-ТЕХНИЧЕСКИЙ ЦЕНТР ИНФОРМАЦИОННЫХ ТЕХНОЛОГИЙ РОСА""",410008992.0,96.0,62.01,Москва,2023-11-10
7735207389,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГИПЕРБАЙТ""",214087008.0,47.0,62.01,Москва,2024-05-10
7735500387,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""БОСС. КАДРОВЫЕ СИСТЕМЫ""",213028000.0,76.0,62.01,Москва,2018-08-10
7735502458,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТРИАСОФТ-СЕРВИС""",132303000.0,22.0,62.01,Москва,2016-08-10
7735508393,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БИОСОФТ-М""",132402000.0,10.0,62.01,Москва,2023-01-10
7735513121,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛЬФА-СЕРВИС""",100331000.0,28.0,62.02,Москва,2016-08-10
7735522775,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ФИНАНСОВЫЕ ПЛАТФОРМЫ""",749030020.0,135.0,62.09,Москва,2023-09-10
7735522775,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ФИНАНСОВЫЕ ПЛАТФОРМЫ""",749030020.0,135.0,62.09,Москва,2024-07-10
7735523360,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФИЛКОС""",149284992.0,11.0,62.01,Москва,2022-10-10
7735530039,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""БЮРО САПР""",1030067010.0,36.0,62.02,Республика Башкортостан,2022-02-10
7735538045,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РУСЭЛИТТОРГ""",297235008.0,43.0,62.01,Москва,2024-11-10
7735538694,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГРИНСАЙТ""",416911008.0,105.0,63.11.1,Москва,2016-08-10
7735539296,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ""СМАРТ СИСТЕМЗ""",857697020.0,186.0,62.09,Москва,2022-12-10
7735539296,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ""СМАРТ СИСТЕМЗ""",857697020.0,186.0,62.09,Москва,2024-07-10
7735558901,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕХНОЛОГИИ ЗАЩИТЫ""",118474000.0,26.0,62.01,Москва,2022-11-10
7735560989,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АПЛАНА МЕЖДУНАРОДНЫЕ ПРОЕКТЫ""",196312992.0,13.0,62.01,Москва,2021-03-10
7735564052,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛОДЖИК ТЕЛЕКОМ""",292567008.0,25.0,62.01,Москва,2022-11-10
7735571356,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛОГИКА БИЗНЕСА""",510400992.0,179.0,62.09,Москва,2020-03-10
7735573530,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГРИН ГРУП""",123599000.0,1.0,62.0,Москва,2016-08-10
7735573603,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПИКСЕЛЬ ПРОМО""",245090000.0,36.0,62.01,Москва,2018-12-10
7735602406,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОМО-ГРУП""",132550000.0,3.0,63.11.1,Москва,2017-08-10
7735605870,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИБС АППЛАЙН""",151252000.0,79.0,62.01,Москва,2023-12-10
7735605870,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИБС СЕРВИС""",151252000.0,79.0,62.02,Москва,2024-03-10
7735607524,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПИКАСО 3Д""",286593984.0,61.0,62.01,Москва,2022-11-10
7736024677,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ НПО ""ВЫЧИСЛИТЕЛЬНАЯ МАТЕМАТИКА И ИНФОРМАТИКА""",1266049020.0,40.0,63.11.1,Москва,2016-08-10
7736026561,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БАЛАСС""",124289000.0,17.0,58.11,Москва,2018-06-10
7736038341,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНФОРМАЦИОННЫЙ ЦЕНТР ТЕЛЕКОМ-СЕРВИС""",1116115970.0,90.0,62.09,Москва,2018-09-10
7736131037,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНЖИНИРИНГ ГРУПП""",1620696060.0,68.0,62.09,Москва,2020-03-10
7736131037,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНЖИНИРИНГ ГРУПП""",1620696060.0,68.0,62.09,Москва,2024-07-10
7736172273,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРАЙС ЭКСПРЕСС"" PRICE EXPRESS",124927000.0,54.0,58.14,Москва,2019-08-10
7736214942,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СТЕК СОФТ""",183392000.0,51.0,62.01,Москва,2018-08-10
7736224644,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПЕРФОРМИЯ""",163476000.0,37.0,63.11,Москва,2021-10-10
7736224644,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПЕРФОРМИЯ""",163476000.0,37.0,63.11,Москва,2024-08-10
7736224644,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПЕРФОРМИЯ""",163476000.0,37.0,63.11,Москва,2024-10-10
7736229025,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РГ-СОФТ ПРОЕКТ КОНСАЛТИНГ""",178194000.0,41.0,62.01,Москва,2018-09-10
7736238414,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ НПО ""ВЫЧИСЛИТЕЛЬНАЯ МАТЕМАТИКА И ИНФОРМАТИКА. ЭКСПЕРТ""",1270267010.0,47.0,63.11.1,Москва,2016-08-10
7736245179,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕХНОС-К""",669684990.0,128.0,62.01,Москва,2016-08-10
7736248973,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОМПЛАИНС СОФТ""",507880992.0,43.0,62.01,Московская область,2019-07-10
7736262417,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТЕПИНФОРМ""",609428990.0,13.0,62.01,Москва,2017-08-10
7736276219,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""1С-РАРУС СМБ МОСКВА""",138184992.0,19.0,62.01,Москва,2020-08-10
7736285654,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВЕСНА-СОФТ""",166034000.0,3.0,62.01,Москва,2017-01-10
7736285693,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""М-ТРЕЙДИНГ""",384884992.0,10.0,62.02,Москва,2023-07-10
7736290799,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДАТАДЖАЗ""",183220992.0,1.0,62.01,Москва,2021-05-10
7736310357,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРАЙМ АСПЕКТ""",111687000.0,28.0,62.01,Москва,2017-07-10
7736310357,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРАЙМ АСПЕКТ""",111687000.0,28.0,62.01,Москва,2024-07-10
7736322715,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДЕЛЬТА ТЕХНОЛОГИЯ""",212742000.0,3.0,63.11,Москва,2022-03-10
7736324014,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФАРМ АЙ КЬЮ""",161636992.0,1.0,62.01,Москва,2019-10-10
7736324582,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОГНИТЕК""",1289721980.0,60.0,62.01,Москва,2020-03-10
7736327777,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЙВОКС КОММУНИКАЦИИ""",297672000.0,17.0,62.01,Москва,2020-06-10
7736328001,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЦЕНТР ПРОЕКТНОГО УПРАВЛЕНИЯ""",139646000.0,3.0,62.02,Москва,2020-06-10
7736328523,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДИДЖИТАЛ СОФТ""",192560992.0,37.0,62.01,Москва,2020-09-10
7736328523,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДИДЖИТАЛ СОФТ""",192560992.0,37.0,62.01,Москва,2024-07-10
7736329196,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СИЗЛ""",132503000.0,0.0,63.12,Москва,2020-09-10
7736330219,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МАХ""",622080000.0,35.0,62.01,Москва,2021-03-10
